Date,Holiday,Weekend,Temperature,Bookings,Events,Occupancy,GuestCount
2018-08-29,0,0,34.5,216,0,38,340
2018-08-30,0,0,32.2,191,0,43,359
2018-08-31,0,0,26.1,196,0,38,347
2018-09-01,0,1,28.0,257,0,48,409
2018-09-02,0,1,19.9,238,0,52,380
2018-09-03,0,0,30.8,197,0,44,382
2018-09-04,0,0,22.6,146,0,32,234
2018-09-05,0,0,33.9,235,1,55,452
2018-09-06,0,0,22.4,167,0,30,321
2018-09-07,0,0,24.0,283,1,61,431
2018-09-08,0,1,19.7,293,0,62,494
2018-09-09,0,1,24.1,241,0,43,422
2018-09-10,0,0,34.7,153,0,27,305
2018-09-11,0,0,25.5,140,0,25,278
2018-09-12,0,0,24.6,175,0,40,322
2018-09-13,0,0,19.7,155,0,32,267
2018-09-14,0,0,30.4,205,0,41,377
2018-09-15,0,1,33.5,244,0,46,487
2018-09-16,0,1,20.3,304,0,61,476
2018-09-17,0,0,18.9,159,0,31,254
2018-09-18,0,0,26.9,201,0,41,400
2018-09-19,0,0,33.2,201,0,40,324
2018-09-20,0,0,32.1,201,0,44,337
2018-09-21,0,0,18.2,167,0,31,322
2018-09-22,0,1,20.2,240,0,43,440
2018-09-23,0,1,26.0,249,0,47,451
2018-09-24,0,0,21.2,144,0,26,224
2018-09-25,0,0,24.1,174,0,34,294
2018-09-26,0,0,22.3,142,0,24,236
2018-09-27,0,0,28.0,206,0,46,409
2018-09-28,0,0,22.0,272,1,57,471
2018-09-29,0,1,30.6,301,0,59,499
2018-09-30,0,1,31.7,292,0,54,532
2018-10-01,0,0,35.1,175,0,36,334
2018-10-02,0,0,30.3,193,0,37,305
2018-10-03,0,0,31.7,179,0,35,284
2018-10-04,0,0,21.9,194,0,42,297
2018-10-05,0,0,18.1,194,0,34,330
2018-10-06,0,1,18.0,252,0,51,434
2018-10-07,0,1,34.6,251,0,48,411
2018-10-08,0,0,28.4,186,0,42,326
2018-10-09,0,0,28.5,172,0,35,286
2018-10-10,0,0,18.7,149,0,30,252
2018-10-11,0,0,30.3,166,0,30,329
2018-10-12,0,0,25.5,177,0,38,320
2018-10-13,0,1,29.4,272,0,53,464
2018-10-14,0,1,22.3,310,0,66,506
2018-10-15,0,0,23.6,164,0,36,289
2018-10-16,0,0,26.6,292,1,60,455
2018-10-17,0,0,21.3,209,0,38,317
2018-10-18,0,0,36.0,183,0,35,353
2018-10-19,0,0,25.7,175,0,40,323
2018-10-20,0,1,18.6,289,0,54,564
2018-10-21,0,1,18.4,274,0,56,539
2018-10-22,0,0,22.8,202,0,41,319
2018-10-23,0,0,18.4,240,1,53,463
2018-10-24,0,0,28.3,143,0,26,262
2018-10-25,0,0,35.1,163,0,30,303
2018-10-26,0,0,20.9,214,0,40,399
2018-10-27,0,1,21.9,307,0,58,588
2018-10-28,0,1,29.1,274,0,52,533
2018-10-29,0,0,20.1,208,0,40,409
2018-10-30,0,0,23.9,143,0,24,220
2018-10-31,1,0,27.0,270,0,64,443
2018-11-01,0,0,30.6,219,0,47,364
2018-11-02,0,0,35.2,171,0,31,317
2018-11-03,0,1,25.6,275,0,54,427
2018-11-04,0,1,33.9,242,0,50,366
2018-11-05,0,0,27.0,213,0,47,368
2018-11-06,0,0,33.0,196,0,35,310
2018-11-07,0,0,35.1,197,0,44,344
2018-11-08,0,0,21.2,253,1,55,500
2018-11-09,0,0,29.9,172,0,29,335
2018-11-10,0,1,29.8,292,0,57,440
2018-11-11,0,1,25.8,312,1,66,591
2018-11-12,0,0,20.9,207,0,37,367
2018-11-13,0,0,35.3,167,0,29,295
2018-11-14,0,0,18.4,219,0,48,389
2018-11-15,0,0,25.2,208,0,42,369
2018-11-16,0,0,25.7,191,0,35,349
2018-11-17,0,1,19.5,239,0,52,406
2018-11-18,0,1,34.2,247,0,51,491
2018-11-19,0,0,34.7,208,0,38,401
2018-11-20,0,0,27.1,207,0,43,316
2018-11-21,0,0,35.0,182,0,38,354
2018-11-22,0,0,30.2,211,0,44,374
2018-11-23,0,0,29.1,166,0,30,266
2018-11-24,0,1,26.1,292,0,61,443
2018-11-25,1,1,23.5,366,0,74,584
2018-11-26,0,0,32.8,220,0,39,356
2018-11-27,0,0,26.2,159,0,33,292
2018-11-28,0,0,22.8,220,0,47,389
2018-11-29,0,0,33.9,141,0,31,247
2018-11-30,0,0,32.7,143,0,24,219
2018-12-01,0,1,25.5,270,0,58,479
2018-12-02,0,1,18.4,270,0,52,406
2018-12-03,0,0,27.0,195,0,43,334
2018-12-04,0,0,31.0,160,0,32,317
2018-12-05,0,0,33.8,142,0,25,226
2018-12-06,0,0,26.4,194,0,43,340
2018-12-07,0,0,21.9,169,0,35,269
2018-12-08,0,1,28.2,291,0,54,528
2018-12-09,0,1,35.3,259,0,52,416
2018-12-10,0,0,34.1,166,0,29,257
2018-12-11,0,0,25.0,177,0,37,299
2018-12-12,0,0,29.1,220,0,46,403
2018-12-13,0,0,35.5,165,0,34,297
2018-12-14,0,0,34.7,215,0,38,365
2018-12-15,0,1,28.4,260,0,57,395
2018-12-16,0,1,27.6,310,1,65,599
2018-12-17,0,0,34.9,144,0,26,278
2018-12-18,0,0,34.9,222,1,45,375
2018-12-19,0,0,22.0,148,0,30,249
2018-12-20,0,0,27.2,219,0,49,330
2018-12-21,0,0,28.1,182,0,37,340
2018-12-22,0,1,34.3,259,0,56,393
2018-12-23,0,1,31.7,306,0,63,477
2018-12-24,1,0,35.2,306,0,62,553
2018-12-25,1,0,34.5,299,0,67,456
2018-12-26,0,0,27.6,175,0,39,298
2018-12-27,0,0,28.3,162,0,32,256
2018-12-28,0,0,24.3,161,0,32,271
2018-12-29,0,1,32.1,295,0,64,476
2018-12-30,0,1,31.4,234,0,50,467
2018-12-31,1,0,18.9,282,0,59,459
2019-01-01,1,0,35.1,317,0,65,535
2019-01-02,0,0,34.6,173,0,34,273
2019-01-03,0,0,25.3,201,0,39,397
2019-01-04,0,0,24.4,200,0,37,347
2019-01-05,0,1,20.3,249,0,46,405
2019-01-06,0,1,24.0,251,0,55,427
2019-01-07,0,0,35.0,158,0,30,284
2019-01-08,0,0,33.6,161,0,37,248
2019-01-09,0,0,35.2,160,0,31,305
2019-01-10,0,0,27.2,180,0,38,314
2019-01-11,0,0,28.7,253,1,53,470
2019-01-12,0,1,26.8,305,0,65,520
2019-01-13,0,1,29.6,277,0,50,510
2019-01-14,0,0,25.9,256,1,53,420
2019-01-15,0,0,35.5,151,0,27,241
2019-01-16,0,0,28.4,170,0,34,293
2019-01-17,0,0,32.3,210,0,46,387
2019-01-18,0,0,19.4,156,0,27,251
2019-01-19,0,1,30.0,349,1,73,587
2019-01-20,0,1,23.7,247,0,46,405
2019-01-21,0,0,22.6,185,0,41,307
2019-01-22,0,0,24.4,190,0,40,369
2019-01-23,0,0,24.1,143,0,32,242
2019-01-24,0,0,22.7,165,0,36,290
2019-01-25,0,0,23.6,144,0,32,235
2019-01-26,0,1,22.4,299,0,60,577
2019-01-27,0,1,27.3,299,0,60,452
2019-01-28,0,0,31.9,151,0,34,266
2019-01-29,0,0,22.2,190,0,40,324
2019-01-30,0,0,21.7,194,0,34,346
2019-01-31,0,0,26.6,152,0,30,301
2019-02-01,0,0,21.0,202,0,38,337
2019-02-02,0,1,19.0,266,0,55,530
2019-02-03,0,1,32.2,230,0,44,449
2019-02-04,0,0,35.7,147,0,27,279
2019-02-05,0,0,31.5,142,0,23,220
2019-02-06,0,0,29.6,214,0,47,413
2019-02-07,0,0,26.2,188,0,35,334
2019-02-08,0,0,34.7,189,0,38,339
2019-02-09,0,1,27.8,307,0,56,535
2019-02-10,0,1,21.2,292,0,58,535
2019-02-11,0,0,28.9,244,1,54,420
2019-02-12,0,0,23.6,171,0,32,271
2019-02-13,0,0,33.1,160,0,31,283
2019-02-14,1,0,29.7,331,0,69,561
2019-02-15,0,0,24.1,198,0,35,371
2019-02-16,0,1,32.6,335,1,73,550
2019-02-17,0,1,31.0,275,0,60,469
2019-02-18,0,0,34.5,202,0,45,393
2019-02-19,0,0,18.3,287,1,58,516
2019-02-20,0,0,19.4,206,0,42,323
2019-02-21,0,0,36.0,171,0,36,280
2019-02-22,0,0,34.3,146,0,24,257
2019-02-23,0,1,33.6,290,0,60,441
2019-02-24,0,1,19.2,232,0,41,450
2019-02-25,0,0,30.9,143,0,34,217
2019-02-26,0,0,31.2,213,0,45,417
2019-02-27,0,0,25.7,166,0,31,298
2019-02-28,0,0,28.7,168,0,33,264
2019-03-01,0,0,32.0,151,0,30,279
2019-03-02,0,1,20.8,322,1,67,507
2019-03-03,0,1,23.8,270,0,51,475
2019-03-04,0,0,21.5,183,0,33,340
2019-03-05,0,0,29.0,160,0,37,311
2019-03-06,0,0,20.3,176,0,33,278
2019-03-07,0,0,23.2,156,0,27,257
2019-03-08,0,0,20.4,141,0,25,242
2019-03-09,0,1,34.7,296,0,59,503
2019-03-10,0,1,29.8,285,0,59,499
2019-03-11,0,0,34.8,169,0,32,333
2019-03-12,0,0,27.7,164,0,34,290
2019-03-13,0,0,34.6,256,1,59,447
2019-03-14,0,0,26.3,165,0,35,296
2019-03-15,0,0,25.3,185,0,40,349
2019-03-16,0,1,28.4,257,0,50,409
2019-03-17,0,1,34.9,298,0,65,477
2019-03-18,0,0,26.5,211,0,47,382
2019-03-19,0,0,33.1,173,0,40,300
2019-03-20,0,0,24.1,147,0,26,244
2019-03-21,0,0,32.9,203,0,39,339
2019-03-22,0,0,19.6,219,0,45,383
2019-03-23,0,1,20.3,303,0,59,493
2019-03-24,0,1,25.2,276,0,52,480
2019-03-25,0,0,25.4,152,0,26,292
2019-03-26,0,0,31.0,171,0,30,319
2019-03-27,0,0,19.0,202,0,35,350
2019-03-28,0,0,26.3,198,0,44,353
2019-03-29,0,0,32.7,203,0,46,401
2019-03-30,0,1,22.7,275,0,60,479
2019-03-31,0,1,24.4,299,0,64,558
2019-04-01,0,0,25.5,196,0,42,307
2019-04-02,0,0,24.5,206,0,40,397
2019-04-03,0,0,26.1,174,0,37,333
2019-04-04,0,0,28.1,180,0,35,321
2019-04-05,0,0,26.3,188,0,36,348
2019-04-06,0,1,24.3,297,0,59,577
2019-04-07,0,1,24.3,285,0,53,437
2019-04-08,0,0,20.7,232,1,51,419
2019-04-09,0,0,23.2,192,0,37,352
2019-04-10,0,0,31.1,161,0,29,293
2019-04-11,0,0,23.7,201,0,37,359
2019-04-12,0,0,24.0,151,0,34,283
2019-04-13,0,1,29.9,261,0,56,497
2019-04-14,0,1,19.6,288,0,55,453
2019-04-15,0,0,18.0,200,0,41,354
2019-04-16,0,0,18.9,190,0,39,288
2019-04-17,0,0,18.5,218,0,45,420
2019-04-18,0,0,27.1,219,0,48,410
2019-04-19,0,0,34.4,153,0,34,290
2019-04-20,0,1,34.4,276,0,55,460
2019-04-21,0,1,20.7,248,0,53,413
2019-04-22,0,0,20.1,211,0,45,375
2019-04-23,0,0,22.0,200,0,42,324
2019-04-24,0,0,20.1,143,0,34,270
2019-04-25,0,0,26.2,187,0,42,327
2019-04-26,0,0,31.8,152,0,32,248
2019-04-27,0,1,35.5,273,0,50,503
2019-04-28,0,1,18.6,310,0,59,605
2019-04-29,0,0,23.1,158,0,37,253
2019-04-30,0,0,31.5,212,0,46,332
2019-05-01,0,0,34.5,204,0,42,373
2019-05-02,0,0,30.5,218,0,41,329
2019-05-03,0,0,27.6,192,0,38,363
2019-05-04,0,1,23.6,305,0,63,599
2019-05-05,0,1,29.3,247,0,46,482
2019-05-06,0,0,19.3,219,0,49,428
2019-05-07,0,0,34.1,216,0,46,399
2019-05-08,0,0,32.9,169,0,29,266
2019-05-09,0,0,18.7,185,0,34,303
2019-05-10,0,0,29.9,212,0,43,395
2019-05-11,0,1,34.7,251,0,54,384
2019-05-12,0,1,28.8,235,0,52,430
2019-05-13,0,0,29.2,148,0,32,264
2019-05-14,0,0,34.3,214,0,41,382
2019-05-15,0,0,18.4,217,0,45,377
2019-05-16,0,0,26.3,218,0,43,422
2019-05-17,0,0,21.7,162,0,29,311
2019-05-18,0,1,31.6,289,0,55,529
2019-05-19,0,1,31.4,340,1,72,622
2019-05-20,0,0,30.4,152,0,27,246
2019-05-21,0,0,19.4,170,0,30,314
2019-05-22,0,0,35.8,213,0,42,336
2019-05-23,0,0,18.5,146,0,34,232
2019-05-24,0,0,22.4,194,0,38,301
2019-05-25,0,1,31.8,250,0,54,489
2019-05-26,0,1,26.2,288,0,53,523
2019-05-27,0,0,25.9,179,0,32,353
2019-05-28,0,0,31.7,288,1,58,461
2019-05-29,0,0,20.2,207,0,41,394
2019-05-30,0,0,22.9,168,0,33,313
2019-05-31,0,0,30.5,175,0,32,274
2019-06-01,0,1,19.8,293,0,57,552
2019-06-02,0,1,30.5,241,0,43,442
2019-06-03,0,0,29.7,155,0,30,241
2019-06-04,0,0,23.8,217,0,43,405
2019-06-05,0,0,19.3,186,0,37,360
2019-06-06,0,0,22.5,157,0,33,300
2019-06-07,0,0,33.8,199,0,45,336
2019-06-08,0,1,21.1,308,0,62,556
2019-06-09,0,1,31.1,248,0,52,441
2019-06-10,0,0,20.6,220,0,46,403
2019-06-11,0,0,29.9,142,0,31,235
2019-06-12,0,0,31.5,207,0,36,335
2019-06-13,0,0,32.4,300,1,63,581
2019-06-14,0,0,30.2,194,0,38,376
2019-06-15,0,1,29.8,308,0,65,497
2019-06-16,0,1,18.1,284,0,59,559
2019-06-17,0,0,21.0,155,0,32,257
2019-06-18,0,0,32.8,298,1,69,462
2019-06-19,0,0,21.9,144,0,29,273
2019-06-20,0,0,25.2,167,0,29,257
2019-06-21,0,0,32.1,205,0,42,387
2019-06-22,0,1,34.0,344,1,76,681
2019-06-23,0,1,18.5,385,1,79,664
2019-06-24,0,0,28.8,163,0,29,268
2019-06-25,0,0,20.2,146,0,24,260
2019-06-26,0,0,22.1,220,0,42,406
2019-06-27,0,0,25.7,196,0,38,385
2019-06-28,0,0,32.9,146,0,34,270
2019-06-29,0,1,35.0,291,0,56,510
2019-06-30,0,1,18.7,384,1,82,657
2019-07-01,0,0,26.0,267,1,56,413
2019-07-02,0,0,23.7,156,0,34,285
2019-07-03,0,0,21.4,219,0,46,367
2019-07-04,1,0,27.9,331,0,68,515
2019-07-05,0,0,22.4,190,0,35,330
2019-07-06,0,1,23.4,305,0,61,557
2019-07-07,0,1,27.4,238,0,51,430
2019-07-08,0,0,35.7,183,0,39,323
2019-07-09,0,0,33.7,180,0,32,315
2019-07-10,0,0,29.9,189,0,40,364
2019-07-11,0,0,35.9,160,0,36,299
2019-07-12,0,0,31.9,146,0,27,281
2019-07-13,0,1,22.0,295,0,60,498
2019-07-14,0,1,19.9,252,0,48,386
2019-07-15,0,0,34.8,166,0,31,264
2019-07-16,0,0,19.8,151,0,31,259
2019-07-17,0,0,21.3,208,0,46,344
2019-07-18,0,0,22.3,154,0,32,304
2019-07-19,0,0,23.7,220,0,39,334
2019-07-20,0,1,27.3,244,0,47,458
2019-07-21,0,1,27.8,245,0,53,489
2019-07-22,0,0,26.8,173,0,31,280
2019-07-23,0,0,35.8,182,0,40,306
2019-07-24,0,0,21.4,212,0,40,374
2019-07-25,0,0,25.9,184,0,34,290
2019-07-26,0,0,21.5,207,0,40,396
2019-07-27,0,1,23.7,275,0,58,449
2019-07-28,0,1,21.3,278,0,52,446
2019-07-29,0,0,29.1,209,0,41,374
2019-07-30,0,0,24.1,155,0,27,307
2019-07-31,0,0,34.7,187,0,39,350
2019-08-01,0,0,29.9,199,0,40,351
2019-08-02,0,0,26.8,236,1,48,453
2019-08-03,0,1,34.1,304,0,62,539
2019-08-04,0,1,28.5,236,0,45,391
2019-08-05,0,0,23.1,153,0,30,262
2019-08-06,0,0,31.9,185,0,41,343
2019-08-07,0,0,30.5,166,0,33,286
2019-08-08,0,0,33.5,197,0,42,314
2019-08-09,0,0,34.5,153,0,31,302
2019-08-10,0,1,32.5,250,0,47,405
2019-08-11,0,1,27.3,296,0,54,452
2019-08-12,0,0,29.7,191,0,38,312
2019-08-13,0,0,28.1,194,0,41,317
2019-08-14,0,0,29.6,177,0,35,298
2019-08-15,0,0,26.1,157,0,30,293
2019-08-16,0,0,35.8,192,0,39,299
2019-08-17,0,1,29.7,232,0,51,449
2019-08-18,0,1,19.2,272,0,53,418
2019-08-19,0,0,28.1,216,0,44,389
2019-08-20,0,0,31.1,148,0,35,271
2019-08-21,0,0,30.5,216,0,38,332
2019-08-22,0,0,34.7,151,0,28,253
2019-08-23,0,0,20.6,182,0,39,279
2019-08-24,0,1,24.7,280,0,61,434
2019-08-25,0,1,29.0,272,0,56,542
2019-08-26,0,0,33.8,219,0,46,376
2019-08-27,0,0,18.1,163,0,30,247
2019-08-28,0,0,28.8,153,0,34,300
2019-08-29,0,0,34.9,217,0,44,388
2019-08-30,0,0,32.4,142,0,27,272
2019-08-31,0,1,19.4,251,0,48,498
2019-09-01,0,1,23.8,285,0,62,506
2019-09-02,0,0,18.5,203,0,43,390
2019-09-03,0,0,34.8,208,0,43,407
2019-09-04,0,0,27.7,271,1,58,506
2019-09-05,0,0,29.5,196,0,38,367
2019-09-06,0,0,25.2,154,0,30,249
2019-09-07,0,1,31.5,285,0,56,453
2019-09-08,0,1,22.2,299,0,61,568
2019-09-09,0,0,23.2,236,1,47,359
2019-09-10,0,0,21.5,182,0,41,361
2019-09-11,0,0,32.0,180,0,40,325
2019-09-12,0,0,33.8,259,1,61,457
2019-09-13,0,0,21.7,159,0,30,258
2019-09-14,0,1,32.7,233,0,47,423
2019-09-15,0,1,33.4,272,0,59,449
2019-09-16,0,0,19.7,198,0,41,356
2019-09-17,0,0,20.7,197,0,35,346
2019-09-18,0,0,27.8,154,0,26,299
2019-09-19,0,0,33.6,214,0,45,341
2019-09-20,0,0,22.8,207,0,41,356
2019-09-21,0,1,35.3,300,0,60,462
2019-09-22,0,1,30.9,240,0,51,473
2019-09-23,0,0,27.9,245,1,53,481
2019-09-24,0,0,18.2,146,0,24,248
2019-09-25,0,0,21.0,212,0,41,418
2019-09-26,0,0,34.6,152,0,28,287
2019-09-27,0,0,29.9,196,0,34,377
2019-09-28,0,1,31.5,236,0,51,365
2019-09-29,0,1,33.8,275,0,56,532
2019-09-30,0,0,21.1,181,0,36,336
2019-10-01,0,0,24.0,191,0,42,318
2019-10-02,0,0,35.9,212,0,37,370
2019-10-03,0,0,25.7,185,0,36,338
2019-10-04,0,0,26.5,212,0,45,358
2019-10-05,0,1,21.2,236,0,52,438
2019-10-06,0,1,21.6,253,0,50,466
2019-10-07,0,0,29.0,208,0,41,361
2019-10-08,0,0,19.7,147,0,24,261
2019-10-09,0,0,27.0,140,0,25,271
2019-10-10,0,0,27.0,181,0,40,322
2019-10-11,0,0,30.4,140,0,31,261
2019-10-12,0,1,25.1,259,0,56,428
2019-10-13,0,1,21.5,301,0,62,457
2019-10-14,0,0,26.0,166,0,37,331
2019-10-15,0,0,34.0,201,0,36,335
2019-10-16,0,0,26.4,218,0,45,380
2019-10-17,0,0,35.9,212,0,43,334
2019-10-18,0,0,26.0,202,0,39,357
2019-10-19,0,1,33.8,245,0,53,412
2019-10-20,0,1,24.7,275,0,50,500
2019-10-21,0,0,31.0,166,0,30,280
2019-10-22,0,0,29.8,163,0,37,297
2019-10-23,0,0,32.9,189,0,33,319
2019-10-24,0,0,24.5,203,0,46,392
2019-10-25,0,0,34.8,161,0,30,288
2019-10-26,0,1,31.3,298,0,59,468
2019-10-27,0,1,30.7,234,0,49,456
2019-10-28,0,0,19.7,279,1,60,526
2019-10-29,0,0,27.6,153,0,32,245
2019-10-30,0,0,27.8,218,0,45,390
2019-10-31,1,0,30.3,285,0,63,430
2019-11-01,0,0,34.2,237,1,50,450
2019-11-02,0,1,31.7,265,0,50,485
2019-11-03,0,1,32.9,231,0,47,407
2019-11-04,0,0,18.7,140,0,31,274
2019-11-05,0,0,33.2,202,0,42,397
2019-11-06,0,0,31.6,201,0,38,340
2019-11-07,0,0,30.2,189,0,33,317
2019-11-08,0,0,26.8,154,0,33,293
2019-11-09,0,1,24.8,246,0,48,408
2019-11-10,0,1,26.4,291,0,55,450
2019-11-11,0,0,22.1,177,0,36,302
2019-11-12,0,0,25.5,218,0,49,327
2019-11-13,0,0,29.5,149,0,25,226
2019-11-14,0,0,23.7,190,0,40,314
2019-11-15,0,0,23.8,189,0,35,363
2019-11-16,0,1,22.2,233,0,49,371
2019-11-17,0,1,25.6,231,0,46,417
2019-11-18,0,0,19.9,177,0,32,281
2019-11-19,0,0,19.8,144,0,31,241
2019-11-20,0,0,18.2,150,0,35,274
2019-11-21,0,0,35.6,166,0,29,306
2019-11-22,0,0,25.4,172,0,39,292
2019-11-23,0,1,33.2,298,0,59,540
2019-11-24,0,1,22.9,260,0,54,392
2019-11-25,1,0,36.0,329,0,73,540
2019-11-26,0,0,22.2,159,0,30,297
2019-11-27,0,0,26.8,230,1,55,410
2019-11-28,0,0,20.8,164,0,34,282
2019-11-29,0,0,22.2,187,0,32,361
2019-11-30,0,1,18.3,251,0,50,447
2019-12-01,0,1,33.4,299,0,56,546
2019-12-02,0,0,20.6,198,0,39,363
2019-12-03,0,0,25.9,239,1,56,405
2019-12-04,0,0,30.8,189,0,39,337
2019-12-05,0,0,26.8,164,0,28,257
2019-12-06,0,0,30.9,174,0,38,342
2019-12-07,0,1,25.9,369,1,73,556
2019-12-08,0,1,29.1,270,0,56,539
2019-12-09,0,0,19.4,196,0,39,316
2019-12-10,0,0,33.8,170,0,29,337
2019-12-11,0,0,24.0,209,0,39,356
2019-12-12,0,0,30.5,215,0,44,337
2019-12-13,0,0,18.7,152,0,26,229
2019-12-14,0,1,28.8,252,0,55,409
2019-12-15,0,1,31.8,283,0,61,534
2019-12-16,0,0,33.1,143,0,30,218
2019-12-17,0,0,35.1,144,0,32,274
2019-12-18,0,0,33.4,197,0,35,324
2019-12-19,0,0,19.5,218,0,41,415
2019-12-20,0,0,34.8,212,0,40,334
2019-12-21,0,1,30.5,271,0,52,413
2019-12-22,0,1,31.6,283,0,58,428
2019-12-23,0,0,19.4,200,0,42,390
2019-12-24,1,0,32.0,267,0,54,430
2019-12-25,1,0,20.3,284,0,62,469
2019-12-26,0,0,27.4,191,0,33,297
2019-12-27,0,0,29.1,214,0,42,419
2019-12-28,0,1,21.2,271,0,54,487
2019-12-29,0,1,27.7,234,0,49,352
2019-12-30,0,0,33.4,147,0,24,228
2019-12-31,1,0,19.9,278,0,66,485
2020-01-01,1,0,32.2,278,0,65,545
2020-01-02,0,0,32.3,148,0,33,233
2020-01-03,0,0,27.0,217,0,46,369
2020-01-04,0,1,25.0,250,0,47,498
2020-01-05,0,1,24.8,236,0,48,356
2020-01-06,0,0,26.5,217,0,40,341
2020-01-07,0,0,32.9,141,0,24,212
2020-01-08,0,0,33.7,193,0,36,353
2020-01-09,0,0,20.1,152,0,32,233
2020-01-10,0,0,21.7,188,0,41,295
2020-01-11,0,1,29.7,277,0,60,456
2020-01-12,0,1,18.4,285,0,61,473
2020-01-13,0,0,31.8,191,0,42,307
2020-01-14,0,0,34.8,182,0,39,280
2020-01-15,0,0,23.5,201,0,35,370
2020-01-16,0,0,26.2,200,0,42,356
2020-01-17,0,0,29.7,193,0,44,317
2020-01-18,0,1,19.5,300,0,58,483
2020-01-19,0,1,29.7,271,0,54,503
2020-01-20,0,0,32.9,149,0,25,286
2020-01-21,0,0,31.9,212,0,37,423
2020-01-22,0,0,34.1,164,0,30,300
2020-01-23,0,0,24.8,140,0,23,238
2020-01-24,0,0,22.6,183,0,42,313
2020-01-25,0,1,25.7,267,0,52,514
2020-01-26,0,1,30.8,288,0,53,495
2020-01-27,0,0,21.2,265,1,52,528
2020-01-28,0,0,22.4,174,0,37,291
2020-01-29,0,0,21.6,202,0,37,384
2020-01-30,0,0,23.8,213,0,42,362
2020-01-31,0,0,25.7,194,0,43,371
2020-02-01,0,1,28.9,248,0,51,457
2020-02-02,0,1,23.9,236,0,51,470
2020-02-03,0,0,18.4,163,0,34,300
2020-02-04,0,0,33.4,186,0,40,363
2020-02-05,0,0,20.8,186,0,33,290
2020-02-06,0,0,18.2,159,0,34,250
2020-02-07,0,0,27.8,201,0,39,368
2020-02-08,0,1,31.5,236,0,44,465
2020-02-09,0,1,34.9,283,0,54,502
2020-02-10,0,0,20.8,145,0,31,242
2020-02-11,0,0,21.9,193,0,42,310
2020-02-12,0,0,26.5,209,0,46,339
2020-02-13,0,0,18.6,151,0,31,254
2020-02-14,1,0,20.6,332,0,67,560
2020-02-15,0,1,20.0,273,0,57,499
2020-02-16,0,1,30.3,289,0,62,500
2020-02-17,0,0,20.0,201,0,44,354
2020-02-18,0,0,32.5,195,0,35,381
2020-02-19,0,0,35.1,162,0,34,321
2020-02-20,0,0,25.0,197,0,36,319
2020-02-21,0,0,25.7,174,0,37,325
2020-02-22,0,1,28.1,294,0,55,547
2020-02-23,0,1,33.7,245,0,44,385
2020-02-24,0,0,22.4,200,0,39,368
2020-02-25,0,0,24.7,145,0,24,262
2020-02-26,0,0,30.5,141,0,32,238
2020-02-27,0,0,21.7,218,0,44,370
2020-02-28,0,0,35.7,141,0,27,252
2020-02-29,0,1,32.9,254,0,50,429
2020-03-01,0,1,26.9,278,0,61,533
2020-03-02,0,0,30.5,141,0,28,272
2020-03-03,0,0,30.9,148,0,27,291
2020-03-04,0,0,18.4,140,0,31,272
2020-03-05,0,0,34.8,254,1,57,426
2020-03-06,0,0,34.3,207,0,46,340
2020-03-07,0,1,23.2,269,0,57,453
2020-03-08,0,1,20.6,285,0,62,509
2020-03-09,0,0,23.5,144,0,26,222
2020-03-10,0,0,29.2,202,0,42,331
2020-03-11,0,0,30.9,179,0,36,329
2020-03-12,0,0,32.6,220,1,45,432
2020-03-13,0,0,24.3,153,0,33,300
2020-03-14,0,1,24.3,245,0,49,377
2020-03-15,0,1,32.9,264,0,54,435
2020-03-16,0,0,28.1,152,0,34,241
2020-03-17,0,0,33.5,174,0,40,304
2020-03-18,0,0,30.9,199,0,42,313
2020-03-19,0,0,23.0,154,0,32,283
2020-03-20,0,0,25.2,211,0,40,389
2020-03-21,0,1,21.8,292,0,55,458
2020-03-22,0,1,29.4,232,0,50,454
2020-03-23,0,0,29.1,140,0,31,224
2020-03-24,0,0,18.4,297,1,64,530
2020-03-25,0,0,18.9,177,0,33,306
2020-03-26,0,0,28.6,208,0,40,393
2020-03-27,0,0,32.0,205,0,45,323
2020-03-28,0,1,35.8,301,0,63,559
2020-03-29,0,1,18.6,271,0,56,533
2020-03-30,0,0,26.0,183,0,38,297
2020-03-31,0,0,29.9,187,0,40,305
2020-04-01,0,0,34.7,182,0,36,307
2020-04-02,0,0,34.0,182,0,39,277
2020-04-03,0,0,31.0,153,0,30,297
2020-04-04,0,1,30.9,305,0,62,496
2020-04-05,0,1,27.6,290,0,56,564
2020-04-06,0,0,28.1,164,0,37,251
2020-04-07,0,0,33.2,147,0,28,238
2020-04-08,0,0,35.3,287,1,60,552
2020-04-09,0,0,25.4,142,0,26,226
2020-04-10,0,0,21.6,247,1,56,423
2020-04-11,0,1,35.4,302,0,55,531
2020-04-12,0,1,32.4,283,0,58,504
2020-04-13,0,0,28.0,177,0,39,283
2020-04-14,0,0,26.8,168,0,33,282
2020-04-15,0,0,23.9,156,0,32,277
2020-04-16,0,0,26.4,172,0,33,267
2020-04-17,0,0,29.9,177,0,38,287
2020-04-18,0,1,34.3,306,0,64,563
2020-04-19,0,1,29.4,286,0,60,537
2020-04-20,0,0,25.4,196,0,39,347
2020-04-21,0,0,23.0,221,1,48,332
2020-04-22,0,0,33.2,186,0,38,354
2020-04-23,0,0,26.2,202,0,41,392
2020-04-24,0,0,19.9,196,0,38,337
2020-04-25,0,1,22.6,253,0,48,482
2020-04-26,0,1,29.9,267,0,49,504
